Suzuki S-Cross 2023,22541,140
Mazda CX-5 2023,31186,150
Citroen C5 Aircross 2023,30831,180
Ford Transit Custom 2022,43322,330
MG Marvel R 2022,40428,180
Peugeot 2008 2023,24651,130
Volkswagen Touareg 2023,75875,286
MG Marvel R 2022,49344,288
Hyundai Venue 2023,25170,123
Hyundai Kona Electric 2022,30471,136
Ford Transit Courier 2023,25853,75
Peugeot 3008 2023,30064,130
Skoda Karoq 2023,37540,150
MG HS 2023,23838,169
BMW X3 2022,48213,245
Nissan Qashqai 2023,34296,158
Porsche Cayenne Coupe 2022,123124,340
Kia Ceed SW 2023,20857,128
Audi RS e-tron GT 2023,127448,646
Suzuki S-Cross 2023,29050,140
Toyota Corolla 2022,22489,132
Suzuki Jimny 2023,23641,102
Skoda Kamiq 2023,23529,110
Peugeot 2008 2023,29824,130
Citroen C5 Aircross 2023,32693,180
Skoda Octavia 2023,25227,150
Opel Crossland 2023,19715,110
Peugeot 2008 2023,27676,130
Skoda Kodiaq 2023,45722,150
MG Marvel R 2022,40230,180
Volkswagen Touareg 2023,79993,340
Audi Q5 2023,68407,204
MG 4 2022,26419,170
Toyota Yaris Cross 2022,30259,116
Ford Kuga 2022,31727,182
Nissan Qashqai 2023,34968,158
Haval Dargo 2022,34137,211
Toyota RAV4 2023,48600,222
Citroen C5 Aircross 2023,30831,180
Volkswagen Touareg 2023,84408,286
Fiat Tipo Cross 2022,20902,100
Nissan Juke 2022,24790,114
Alfa Romeo Stelvio 2022,55645,280
Mitsubishi Eclipse Cross 2022,31861,150
MG 5 2022,16523,114
Volvo XC90 2022,83419,300
Citroen C4 2022,26552,155
Toyota Yaris Cross 2023,32966,116
Lexus RX 2023,73138,350
Ford F-150 2023,136000,563
Hyundai Tucson 2023,36771,136
Renault Express Combi 2023,22309,95
MG 5 2022,15957,114
Jeep Wrangler 2021,68000,272
Infiniti QX50 2021,52744,249
Mercedes-Benz GLS-Class 2022,122802,400
Skoda Kodiaq 2023,51724,200
Suzuki S-Cross 2023,22289,140
Peugeot 3008 2023,30118,130
Citroen Berlingo пасс. 2023,26771,100
Suzuki Vitara 2023,23347,117
MG ZS 2023,25151,156
Mitsubishi Outlander 2022,29130,145
Toyota Land Cruiser 300 2022,96952,299
Lexus LX 2023,134242,500
Ford Transit Courier 2022,25660,75
Land Rover Range Rover 2023,188401,440
Fiat Fiorino груз. 2022,14144,77
FAW X40 2020,14857,109
Citroen Berlingo 2022,23172,100
Dodge RAM 2022,190000,702
Nissan Qashqai 2023,37353,158
Hyundai Tucson 2023,45497,230
Renault Duster 2023,23438,110
Hyundai Tucson 2022,40813,230
Hyundai Tucson 2023,30639,156
Mercedes-Benz EQS 2022,141276,580
Opel Combo Life 2023,24599,100
Chery Tiggo 4 2022,16123,113
Suzuki S-Cross 2023,24142,140
Land Rover Range Rover 2023,230000,530
Hyundai Staria 2023,62632,177
Ford Kuga 2022,33928,182
Renault Express Combi 2023,22107,95
Toyota Corolla 2022,26860,132
Volvo XC60 2023,62999,250
Skoda Kodiaq 2022,39428,180
MG 4 2022,26419,170
Nissan X-Trail 2022,39937,163
Ford Kuga 2022,31110,182
Mitsubishi Outlander 2022,29130,145
Honda eNS1 2023,34500,204
Hyundai Tucson 2023,28851,156
Dongfeng Rich 6 2023,38800,163
Mercedes-Benz SL-Class 2023,277120,585
Toyota Corolla Cross 2022,42359,197
Fiat 500 2022,16916,69
Ford Transit груз. 2023,46147,350
Hyundai Santa FE 2022,56906,202
Skoda Karoq 2023,29538,150
Hyundai Venue 2022,22134,123
Kia Sportage 2023,30415,156
Land Rover Range Rover Velar 2023,88242,204
Opel Grandland 2022,28008,130
Hyundai Elantra 2022,25082,127
Chery Tiggo 2 2022,12754,106
Land Rover Range Rover Sport 2023,128812,250
Citroen C4 2023,28735,130
Dongfeng EX-1 2022,14900,45
Toyota Land Cruiser 300 2022,81927,299
Mitsubishi Outlander 2023,34913,167
Hyundai Tucson 2023,33379,156
Suzuki Vitara 2023,24980,117
Geely Atlas Pro 2022,26648,177
Mazda CX-30 2023,31036,150
Nissan Qashqai 2023,37353,158
Renault Duster 2023,23371,110
Ford Transit груз. 2022,44471,350
Ford Kuga 2023,35865,182
BMW 6 Series GT 2022,74973,630
Suzuki Vitara 2023,24947,117
Hyundai i30 2022,18752,110
Skoda Octavia 2023,26238,150
Volkswagen ID.4 Crozz 2022,36900,204
Nissan Qashqai 2022,31058,158
MG 4 2022,26146,170
Chery Tiggo 2 2022,12779,106
Skoda Octavia 2023,25321,110
Nissan Qashqai 2023,34361,158
MG ZS 2023,19277,114
Volkswagen Tiguan 2023,47363,150
Ford Kuga 2022,30829,182
Renault Duster 2023,21545,110
Ford Transit груз. 2023,44150,350
Porsche Cayenne 2022,110135,340
Volkswagen ID.4 2023,35500,204
Ford Transit Custom 2023,39242,310
Kia Sportage 2023,30391,156
Toyota Land Cruiser 300 2023,98607,299
Nissan Qashqai 2023,33735,158
Mercedes-Benz GLE-Class 2022,73376,300
Alfa Romeo Stelvio 2023,65249,280
Ford Kuga 2022,31456,182
Volkswagen Golf 2023,35604,150
MG Marvel R 2022,48854,288
Lexus LX 2023,159486,600
Kia Sportage 2023,30415,156
Fiat Fiorino пасс. 2022,17717,75
Hyundai Kona Electric 2022,30511,136
BMW M8 2023,242000,625
Kia Ceed SW 2023,20776,128
Audi Q5 2022,61178,204
Nissan Leaf 2022,34650,150
Renault Duster 2023,22096,110
Toyota Corolla 2022,22186,132
Nissan Qashqai 2023,34984,158
Renault Express Van 2023,18152,95
Opel Grandland 2023,28029,130
Jeep Wrangler 2021,68000,272
Renault Express Van 2023,19122,95
Mercedes-Benz GLE-Class 2022,89349,350
Citroen C5 Aircross 2023,35642,180
MG HS 2022,22805,169
Mitsubishi Outlander 2022,32637,145
Mercedes-Benz E-Class 2022,81138,320
Skoda Karoq 2023,30637,150
Kia Ceed 2023,20209,128
Mitsubishi Outlander 2022,32637,145
Kia Sportage 2023,31444,180
BMW iX 2023,85649,326
Nissan Qashqai 2023,45095,190
MG 4 2023,33244,204
Audi Q8 2023,104900,286
Peugeot 2008 2023,29888,130
MG Marvel R 2023,48538,288
Volkswagen T-Roc 2023,35003,150
Kia Sportage 2023,31486,180
Bentley Flying Spur 2021,332395,635
Skoda Octavia 2023,23764,150
Skoda Karoq 2023,30790,150
Ford Tourneo Connect пасс. 2023,31990,122
Suzuki Vitara 2023,23764,117
Mercedes-Benz GLS-Class 2022,112221,400
Ford Transit Courier 2023,25628,75
BMW X1 2022,42378,150
Suzuki Vitara 2023,23347,117
Ford Puma 2022,33465,155
Mazda CX-5 2023,35886,150
Renault Duster 2023,23408,110
Nissan Qashqai 2023,33679,158
BMW 6 Series GT 2022,63455,620
Skoda Karoq 2022,30790,150
Peugeot 2008 2023,23934,130
Opel Grandland 2023,26762,165
MG ZS 2023,20616,114
Fiat Fiorino пасс. 2022,14981,77
Opel Combo Life 2023,24656,100
Volkswagen Multivan 2023,92317,199
Ford Puma 2022,36071,155
Peugeot 2008 2023,27676,130
Dongfeng EX-1 2022,14900,45
Skoda Octavia 2023,28393,150
Renault Express Combi 2023,20906,95
Citroen Berlingo пасс. 2023,26743,100
Nissan Juke 2022,26994,114
MG Marvel R 2022,45527,180
Suzuki Jimny 2022,22972,102
Mitsubishi Outlander 2022,29130,145
Renault Duster 2022,21365,115
Ford Transit Custom 2023,43539,310
Audi Q3 2023,53702,180
Peugeot 2008 2023,27676,130
Kia Ceed SW 2023,20852,128
Peugeot Partner груз. 2023,22332,100
Chery Tiggo 2 2022,12779,106
Subaru Forester 2023,46535,184
Suzuki Jimny 2023,28877,102
Mercedes-Benz C-Class 2022,63163,220
Volkswagen Touareg 2023,88500,286
Skoda Kodiaq 2023,51989,200
Skoda Kodiaq 2023,52214,180
Suzuki S-Cross 2023,22220,140
Hyundai Ioniq 5 2022,64932,305
Volkswagen Arteon 2022,49426,200
Nissan Qashqai 2022,31210,158
Kia Sportage 2023,31722,180
Kia Ceed SW 2023,20743,128
Mercedes-Benz Maybach 2022,284342,600
Hyundai Venue 2022,24774,123
Nissan Qashqai 2023,37392,158
Mitsubishi Outlander 2021,23910,145
Chery Tiggo 2 2022,12779,106
Renault Master груз. 2023,30740,500
Nissan Leaf 2022,36096,150
Infiniti QX55 2021,55689,249
BMW X5 2022,84522,265
BMW X1 2022,42195,150
Ford Kuga 2023,31325,182
Suzuki Vitara 2023,30950,129
Hyundai Tucson 2023,30614,156
MG 5 2022,15966,114
Volkswagen Touareg 2023,87015,286
Mitsubishi ASX 2022,29424,150
Mitsubishi Eclipse Cross 2022,32102,150
Nissan Juke 2023,31671,114
Kia Sportage 2023,31444,180
Peugeot e-2008 2023,37297,136
Volkswagen Crafter груз 2023,42102,140
Renault Duster 2023,21741,110
Opel Grandland 2023,31748,130
Suzuki Jimny 2023,28916,102
Hyundai i30 2022,19711,110
Opel Crossland 2022,18026,82
Land Rover Range Rover Velar 2022,84311,250
Renault Express 2023,20455,95
MG Marvel R 2022,40011,180
Nissan Qashqai 2022,24524,140
Ford Transit пасс. 2022,58142,460
Dongfeng Rich 6 2023,34000,140
Hyundai Tucson 2022,45585,230
Hyundai Staria 2023,46653,177
Skoda Karoq 2023,30637,150
Hyundai Staria 2023,46653,177
Nissan Qashqai 2023,31751,158
Mercedes-Benz EQA 2023,61689,350
Toyota Sequoia 2023,185000,437
Mercedes-Benz GLE-Class 2022,95637,300
Peugeot 2008 2023,24991,130
MG 4 2022,31649,204
Mercedes-Benz Sprinter груз. 2023,43365,311
Hyundai Venue 2022,23663,123
Mitsubishi Outlander 2022,32637,145
Peugeot 2008 2022,27199,130
Hyundai Tucson 2023,39566,230
Nissan X-Trail 2023,37042,163
Toyota Corolla 2022,21600,132
Volkswagen T-Cross 2023,26766,115
Citroen Jumpy груз. 2023,35904,145
Lexus RX 2023,84448,350
Peugeot 2008 2022,29309,130
Mazda CX-5 2023,34619,150
Subaru Forester 2022,43226,184
Ford Kuga 2022,36310,182
Renault Master 2023,32396,125
Peugeot e-2008 2023,37267,136
Hyundai Tucson 2023,45282,230
Nissan X-Trail 2023,51183,204
Opel Combo Life 2023,23577,100
Renault Koleos 2022,32530,171
Skoda Octavia 2023,26791,150
Renault Koleos 2022,28877,171
Mercedes-Benz GLE-Class 2022,87261,300
MG 5 2022,16695,114
Skoda Octavia 2023,26877,150
Renault Duster 2023,21925,110
Renault Express Combi 2023,21387,95
Mitsubishi ASX 2022,29639,150
Hyundai Tucson 2023,30348,156
Land Rover Range Rover Evoque 2023,62112,163
Kia Sportage 2023,30643,156
Peugeot 3008 2023,33321,130
Peugeot 3008 2023,33321,130
Citroen C4 2023,26783,130
MG HS 2022,23857,169
Volvo XC60 2023,60251,197
Toyota Corolla 2022,25568,132
Opel Grandland 2023,28029,130
Land Rover Discovery 2023,89722,250
Subaru Forester 2022,32262,156
Hyundai Staria 2022,46653,177
Renault Express 2023,21442,95
Toyota Corolla 2022,20873,132
Nissan Juke 2023,27530,114
Ford Kuga 2022,33628,182
Ford Transit Courier 2023,25788,75
Bentley Continental GT 2022,319416,550
Ford Transit Courier 2022,18921,100
Opel Grandland 2023,26819,165
Skoda Octavia 2023,24205,110
Renault Express Combi 2023,20945,95
Peugeot 2008 2023,23934,130
SEAT Ateca 2023,36276,150
Suzuki Vitara 2023,19384,117
Volkswagen Tiguan 2023,42703,220
Alfa Romeo Stelvio 2023,66472,280
Kia Sportage 2023,30391,156
Mitsubishi Outlander 2023,36965,167
Hyundai Staria 2022,46728,177
Land Rover Range Rover Evoque 2023,67463,163
Land Rover Defender 2023,105254,250
Subaru Forester 2022,46482,184
MG HS 2022,29451,228
Kia Sportage 2023,31444,180
Suzuki S-Cross 2023,24174,140
Lexus RX 2022,82324,350
Opel Grandland 2023,28495,165
Renault Express Van 2023,19006,95
Hyundai Staria 2023,52962,177
Chery Tiggo 2 Pro 2022,14959,109
Opel Astra 2023,30519,130
Volvo XC90 2022,62599,250
Jeep Grand Cherokee 2023,120000,375
Mitsubishi ASX 2022,29639,150
Ford Kuga 2022,36813,182
Mazda CX-5 2022,37296,194
Lexus GX 2023,77491,460
Toyota Corolla Cross 2022,37823,197
Mercedes-Benz C-Class 2022,63296,204
Peugeot Boxer груз. 2022,31006,435
Suzuki Vitara 2023,23347,117
Fiat Fiorino пасс. 2022,18354,75
Peugeot Rifter 2023,30803,130
Fiat 500 2022,16916,69
Mazda CX-5 2022,43181,194
Volvo XC90 2023,90823,455
Kia Ceed 2022,20393,128
BMW X1 2022,40107,150
Toyota Corolla 2022,21382,132
Renault Koleos 2022,28812,171
Skoda Octavia 2023,26667,150
Mitsubishi ASX 2022,28246,150
Mitsubishi ASX 2022,28246,150
Mercedes-Benz Sprinter груз. 2023,45385,432
Peugeot 2008 2023,27676,130
MG 5 2022,16695,114
Volkswagen Touareg 2023,85515,286
Citroen C3 2023,15979,110
Renault Duster 2023,23351,110
Peugeot 2008 2023,23934,130
Peugeot 3008 2023,30656,130
Kia Sportage 2023,30415,156
Volkswagen T-Roc 2022,34404,150
Ram 1500 2022,82222,395
Haval H6 2022,33128,204
MG 5 2022,14964,114
Porsche Macan 2023,88797,265
Suzuki Vitara 2023,23347,117
Mitsubishi Outlander 2022,35315,167
Fiat 500 2023,16961,69
Renault Koleos 2022,29740,171
Opel Mokka 2023,28980,130
Opel Mokka 2023,28980,130
Suzuki Vitara 2023,24980,117
Toyota Camry 2023,38932,218
Renault Duster 2023,23829,110
Hyundai Ioniq 5 2022,61973,325
Kia Sportage 2023,30391,156
Renault Koleos 2022,33066,171
Ford Kuga 2023,32316,182
Peugeot 2008 2023,24703,130
Peugeot Rifter 2023,27156,100
Mercedes-Benz GLE-Class 2022,86426,300
Mazda CX-5 2022,43181,194
Hyundai Tucson 2023,33155,156
Volkswagen Tiguan 2023,45967,220
Suzuki Vitara 2023,20910,117
Toyota C-HR 2023,40120,184
Land Rover Discovery 2023,95077,250
Peugeot 2008 2023,27676,130
Honda CR-V 2022,41499,186
Volkswagen Touareg 2023,91226,286
Mercedes-Benz GLS-Class 2022,128721,400
Kia Ceed 2023,20393,128
Hyundai Santa FE 2022,58110,202
Volkswagen Touareg 2023,86673,286
Skoda Scala 2022,21885,110
Mazda CX-5 2022,37296,150
Volkswagen Tiguan 2023,51437,150
Hyundai Tucson 2023,30655,156
Skoda Karoq 2023,36696,150
Mazda CX-30 2023,31036,150
Renault Express 2023,20953,95
Nissan Qashqai 2023,37354,158
Volvo XC60 2022,71617,235
Citroen C5 Aircross 2022,32762,180
Citroen Berlingo пасс. 2022,21695,100
Jetour X70 2022,21199,147
Land Rover Defender 2023,90443,250
MG HS 2022,23122,169
Kia Sportage 2022,37117,180
Dongfeng Rich 6 2023,31000,158
Mercedes-Benz EQE 2022,73484,350
Volkswagen T6 (Transporter) пасс. 2023,46363,150
Ford Tourneo Custom 2023,58768,310
Skoda Octavia 2023,34161,150
Toyota Hilux 2023,61954,204
DS 9 2022,48564,215
Mitsubishi Outlander 2022,36145,167
Opel Astra 2023,30454,130
Skoda Kodiaq 2023,48487,200
Ford Transit груз. 2023,42731,350
Renault Duster 2022,22120,110
Volkswagen Golf GTI 2023,45155,245
Toyota Corolla 2022,23062,132
Peugeot Boxer груз. 2022,30026,335
Nissan X-Trail 2022,47324,213
BMW X7 2022,108892,265
Renault Express Van 2023,19230,95
Mercedes-Benz G-Class 2023,243986,585
Nissan Qashqai 2023,37358,158
Renault Captur 2023,30765,155
Nissan Qashqai 2023,37358,158
Volkswagen Arteon 2023,53272,200
Mercedes-Benz EQE 2022,117142,476
Mazda CX-9 2022,54929,231
Peugeot 3008 2023,33842,130
Skoda Kodiaq 2022,39428,180
Renault Duster 2023,19679,115
Mazda CX-30 2023,34432,150
Skoda Kodiaq 2022,41460,180
Peugeot 3008 2022,39507,150
Suzuki S-Cross 2023,22487,140
Citroen Berlingo груз. 2023,22361,100
Volkswagen Tiguan 2023,49331,220
Mercedes-Benz EQC 2023,68776,408
Land Rover Defender 2023,105254,250
Renault Express Combi 2023,20608,95
Lexus RX 2022,82132,350
Peugeot 508 2022,44418,180
Subaru Forester 2022,46482,184
Opel Mokka 2023,28677,130
Nissan Qashqai 2022,25156,140
Kia Ceed SW 2023,20776,128
Suzuki S-Cross 2023,28721,140
Nissan Qashqai 2023,34171,158
Ford Transit Custom 2022,40696,330
Citroen C3 2023,20566,110
Renault Duster 2023,22431,110
Land Rover Defender 2022,98303,250
Haval Jolion 2022,18742,143
Mitsubishi Outlander 2022,32985,145
Jetour X70 2022,22685,147
Suzuki Vitara 2023,23802,117
Lexus NX 2023,48278,200
Skoda Kamiq 2023,26529,110
Toyota C-HR 2022,37959,184
DS 4 2023,41533,130
Subaru Forester 2022,44806,184
Toyota Land Cruiser 300 2022,94169,299
BMW M4 2022,106779,510
Renault Duster 2023,19759,115
Peugeot 3008 2023,33515,130
Hyundai Venue 2022,24171,123
Nissan Qashqai 2022,34338,140
Renault Express 2023,19437,95
Kia Ceed SW 2023,20776,128
Nissan Leaf 2023,36056,150
Skoda Octavia 2022,26933,150
Fiat Ducato груз. 2022,34382,295
Volkswagen Multivan 2023,89196,199
MG ZS 2023,20623,114
Peugeot 301 2023,18466,115
Ford Focus 2022,29230,120
Opel Mokka 2023,26575,130
Nissan Juke 2023,27530,114
Lexus RX 2022,83931,350
Infiniti QX80 2022,78983,405
Suzuki Vitara 2023,23770,117
Mercedes-Benz EQS SUV 2022,129303,450
Kia Sportage 2023,31444,180
Nissan Juke 2022,27256,114
Citroen C3 2022,20610,110
Volkswagen T-Cross 2022,27435,115
Peugeot Rifter 2023,29317,100
Jaguar I-Pace 2023,81207,400
Ford Transit груз. 2023,44363,350
Mercedes-Benz GLE-Class 2023,82506,300
Nissan X-Trail 2023,40691,163
Audi RS6 2023,173774,600
Citroen C5 Aircross 2023,35953,180
Skoda Kodiaq 2022,45576,200
Opel Mokka-e 2023,36584,136
Peugeot Boxer груз. 2022,30749,335
Renault Duster 2023,16634,115
Alfa Romeo Stelvio 2022,59009,280
Mazda CX-5 2022,43123,194
Renault Express Combi 2023,20945,95
Hyundai Tucson 2023,34058,136
Hyundai Ioniq 5 2022,65467,305
Lexus GX 2022,88057,460
Renault Express Combi 2023,21111,95
Skoda Kodiaq 2023,51539,200
Renault Express Combi 2023,21111,95
Hyundai Ioniq 5 2022,65467,305
Jaguar I-Pace 2023,81750,400
Kia Sportage 2022,36841,180
Opel Combo Life 2023,23875,100
Mercedes-Benz GLS-Class 2022,123459,400
Renault Express Combi 2023,21384,95
Renault Koleos 2022,32059,171
Lexus RX 2023,86120,350
Renault Express 2022,20937,95
Renault Duster 2023,19754,110
Porsche Macan 2022,82375,265
MG 4 2023,33574,204
Mercedes-Benz E-Class 2023,68286,200
Skoda Octavia 2023,26597,150
Nissan Leaf 2023,35771,150
Volvo XC90 2023,70964,250
Lexus ES 2023,54923,250
Renault Express Combi 2023,22107,95
MG 4 2022,31712,204
Lexus NX 2022,48599,200
Skoda Kodiaq 2023,45282,180
Renault Express Combi 2023,22107,95
Renault Express 2023,21156,95
Mercedes-Benz E-Class 2022,70352,200
BMW X5 2022,84908,265
Opel Grandland 2023,31103,130
Suzuki Vitara 2023,24947,117
Volvo XC60 2023,65498,250
JAC T8 2022,32584,139
Renault Master груз. 2023,33173,500
Mazda CX-5 2022,38046,194
Volkswagen Tiguan 2022,45979,220
Volkswagen Touareg 2023,78700,340
Kia Ceed SW 2023,20904,128
Volvo XC90 2023,67904,250
Ford Transit пасс. 2023,43152,330
Renault Duster 2023,19945,115
Nissan Juke 2023,24398,114
Hyundai Ioniq 5 2023,64828,325
Land Rover Defender 2023,120458,250
Volkswagen ID.4 2022,34500,204
Lexus ES 2022,59674,300
Renault Express Van 2023,19122,95
Suzuki S-Cross 2023,27273,140
Volkswagen Touareg 2023,86673,286
Kia Sportage 2023,31486,180
Volkswagen T-Roc 2022,30088,150
Volkswagen Tiguan 2023,49567,220
Ford Transit Custom 2023,43641,330
Subaru Outback 2022,45187,188
Porsche Macan 2022,94931,265
Skoda Superb 2023,44475,190
Volkswagen Tiguan 2023,50900,150
Hyundai Tucson 2023,30680,156
JAC T8 2022,32584,139
Ford Kuga 2021,36341,182
Hyundai i30 Wagon 2023,23456,110
Mazda CX-9 2023,43663,231
SEAT Ateca 2023,36199,150
Hyundai Venue 2022,23968,123
Fiat Ducato груз. 2022,34806,295
Volkswagen Touareg 2023,87093,286
Infiniti QX55 2021,55154,249
BMW X5 2023,69738,231
Toyota Corolla 2022,26896,132
Jetour X70 2022,21199,147
Citroen Berlingo 2022,23100,100
Hyundai Elantra 2021,24395,127
Mercedes-Benz V-Class 2022,113996,250
Suzuki Ignis 2023,20080,83
Hyundai Kona 2022,29395,177
Kia Ceed 2023,20214,128
Volkswagen Tiguan 2022,50441,220
Toyota C-HR 2023,36802,122
Mazda CX-5 2022,43123,194
Mitsubishi Outlander 2022,32637,145
Jeep Wagoneer 2023,136000,471
Ford Kuga 2023,31813,182
Honda eNS1 2023,34500,204
Renault Koleos 2023,36254,171
Mazda CX-5 2022,43088,194
Fiat 500 2022,16600,69
Land Rover Defender 2023,141140,525
Lexus RX 2023,108844,500
Fiat Ducato груз. 2022,37483,295
Honda CR-V 2023,45559,193
Nissan Qashqai 2023,49650,190
Nissan Qashqai 2023,42768,190
JAC JS2 2022,18340,105
Volkswagen Arteon 2023,53117,200
MG Marvel R 2023,45802,180
Renault Koleos 2022,34377,171
Peugeot Expert груз. 2022,36511,145
Skoda Kamiq 2023,20455,110
Hyundai Tucson 2023,39540,156
Renault Koleos 2022,30357,171
BMW X3 2022,59900,184
Kia Ceed SW 2023,20639,128
Suzuki S-Cross 2023,24934,140
Ford Transit пасс. 2023,58142,460
Land Rover Discovery 2023,89577,250
Toyota C-HR 2023,41748,184
Nissan Qashqai 2022,24524,140
Mercedes-Benz E-Class 2022,85660,306
Suzuki Vitara 2023,26934,129
Audi e-tron Sportback 2023,79786,408
Land Rover Discovery 2023,88243,250
Volvo XC40 2023,49749,163
Lexus RX 2022,76401,350
Toyota Yaris Cross 2023,31648,116
Toyota Corolla Cross 2022,38410,197
Volkswagen T-Cross 2023,30053,115
Opel Grandland 2023,28029,130
MG 4 2022,26419,170
Skoda Kodiaq 2023,46988,200
BMW 6 Series GT 2021,75571,640
Volvo XC40 2023,51759,163
Volkswagen T-Roc 2023,35692,150
Ford Kuga 2022,40447,182
Kia Sportage 2023,31444,180
Fiat Fiorino груз. 2023,16544,77
Ford Transit Custom 2022,39439,310
Peugeot 2008 2023,24703,130
Mercedes-Benz EQE 2022,116433,476
Kia Sportage 2023,30415,156
Kia Sportage 2023,30415,156
Suzuki Vitara 2023,23347,117
Renault Koleos 2023,36252,171
Mercedes-Benz Sprinter груз. 2023,51380,516
Volvo XC90 2022,69842,250
Nissan Juke 2022,27109,114
